,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4,1839,BNB,BNB,bnb,2581,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,140886521.2,140886521.2,False,,5,,,,2025-06-14T12:52:00.000Z,649.909431517201,1385329298.551392,-32.434,-0.14465724,-0.31708449,0.00786642,-0.61216625,10.59826522,8.42072765,91563478901.52808,2.8004,91563478901.53,,2025-06-14T12:52:00.000Z,,,,,,2025-06-14 18:23:34.768393
5,5426,Solana,SOL,solana,936,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,527628977.94321346,602996808.2400303,True,,6,525236893.3,76321500930.09596,,2025-06-14T12:52:00.000Z,145.3087205100487,3193089825.2651625,-48.1371,-0.32004749,-0.1377504,-4.54944088,-15.02102022,9.88745815,11.78946687,76669091688.95305,2.3448,87620694677.0,,2025-06-14T12:52:00.000Z,,,,,,2025-06-14 18:23:34.768393
6,3408,USDC,USDC,usd-coin,28650,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,61690827837.17703,61690827837.17703,False,,7,60901219650.23,60902952841.06668,,2025-06-14T12:52:00.000Z,1.0000284590496977,8729512380.308743,-46.8738,0.00666544,0.02348999,0.01022231,0.01371772,0.00960826,0.00616975,61692583499.512344,1.8868,61692583499.51,,2025-06-14T12:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-14 18:23:34.768393
7,74,Dogecoin,DOGE,dogecoin,1235,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,149682216383.7052,149682216383.7052,True,,8,,,,2025-06-14T12:52:00.000Z,0.17777733645149663,1062174329.245945,-45.1637,0.00149192,1.44068896,-4.90017464,-21.86460292,12.00380424,5.72873753,26610105742.85168,0.8138,26610105742.85,,2025-06-14T12:52:00.000Z,,,,,,2025-06-14 18:23:34.768393
8,1958,TRON,TRX,tron,1186,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94839432112.6762,94839454678.39047,True,,9,71659659264.0,19350802996.171158,,2025-06-14T12:52:00.000Z,0.2700376082571259,490155210.40039426,-42.2291,-0.02570416,-1.35046512,-3.34912821,0.16608131,8.90221858,25.85258965,25610213416.171143,0.7833,25610219509.76,,2025-06-14T12:52:00.000Z,,,,,,2025-06-14 18:23:34.768393
9,2010,Cardano,ADA,cardano,1529,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35356538084.557686,44994989664.67408,False,,10,,,,2025-06-14T12:52:00.000Z,0.6346105962103389,542397331.9928308,-50.5406,-0.18577658,-0.73865195,-5.17583774,-17.77943882,-0.06337545,-10.38680226,22437633713.774708,0.6862,28557476829.47,,2025-06-14T12:52:00.000Z,,,,,,2025-06-14 18:23:34.768393
10,32196,Hyperliquid,HYPE,hyperliquid,106,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,13639063838.524174,,2025-06-14T12:52:00.000Z,40.84387035579622,337098330.34271187,-50.9078,-0.93497751,1.19077704,19.40279179,64.0505182,155.73350153,203.640784,13638919292.066984,0.4171,40843870355.8,,2025-06-14T12:52:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-06-14 18:23:34.768393
11,20947,Sui,SUI,sui,681,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3396671135.3644433,10000000000.0,False,,12,3396671135.36,10207572104.455755,,2025-06-14T12:52:00.000Z,3.0051693842812646,811925569.8363073,-53.6185,-0.66711652,-0.15181902,-8.43811594,-19.67376253,37.1806298,34.08187432,10207572104.469109,0.3122,30051693842.81,,2025-06-14T12:52:00.000Z,,,,,,2025-06-14 18:23:34.768393
12,1831,Bitcoin Cash,BCH,bitcoin-cash,1024,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19883465.625,19883465.625,False,,13,,,,2025-06-14T12:52:00.000Z,436.9911924449226,418369263.88017243,-6.1356,0.1509063,4.28511666,6.71910323,11.3999124,32.61847709,34.10409857,8688899353.406378,0.2657,9176815041.34,,2025-06-14T12:52:00.000Z,,,,,,2025-06-14 18:23:34.768393
13,1975,Chainlink,LINK,chainlink,2020,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,657099970.4527867,1000000000.0,False,,14,,,,2025-06-14T12:51:00.000Z,13.121600324375644,321517621.29864174,-51.8587,-0.15029301,-1.4901398,-6.43704284,-19.4705662,4.21011644,-3.2123691,8622203185.440512,0.2638,13121600324.38,,2025-06-14T12:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-06-14 18:23:34.768393
14,3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923242696.9,985239504.0,False,,15,,,,2025-06-14T12:51:00.000Z,9.074430513037422,26175770.29499371,87.4651,0.26490572,0.08813587,-0.53431552,1.70402691,-3.78416911,-7.53840812,8377901699.68832,0.2563,8940487417.75,,2025-06-14T12:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-06-14 18:23:34.768393
